# HOMER Peaks
# Peak finding parameters:
# tag directory = /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_forHomer_HomerTags
#
# total peaks = 20447
# peak size = 1000
# peaks found using tags on both strands
# minimum distance between peaks = 2500
# fragment length = 170
# genome size = 2000000000
# Total tags = 34851833.0
# Total tags in peaks = 6020541.0
# Approximate IP efficiency = 17.27%
# tags per bp = 0.016404
# expected tags per peak = 16.404
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 8.506879e-06
# FDR tag threshold = 37.0
# number of putative peaks = 291816
#
# input tag directory = /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_Vs_Sorted_Input_Limb_forHomer_HomerTags
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 1883
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = /ru-auth/local/home/tcarroll/Homer//bin/findPeaks /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_forHomer_HomerTags -i /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_Vs_Sorted_Input_Limb_forHomer_HomerTags -region -size 1000 -minDist 2500 -o /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/Peaks//HOMER/H3K27Ac_Limb_1/_H3K27Ac_Limb_1__Input_Limb_Homer/_H3K27Ac_Limb_1__Input_Limb_homer.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr19-1653	chr19	61266652	61267652	+	171.9	1000.000	93.000000	599.0	139.4	4.30	4.45e-182	1.70
chr1-5422	chr1	160211465	160214525	+	171.6	3060.000	66.000000	598.0	55.9	10.70	0.00e+00	0.90
chr3-3265	chr3	30792249	30794562	+	171.6	2313.000	82.000000	598.0	37.6	15.89	0.00e+00	0.87
chr6-1529	chr6	71439368	71442218	+	171.6	2850.000	155.000000	598.0	43.5	13.74	0.00e+00	0.97
chr12-3652	chr12	99391430	99394546	+	171.6	3116.000	67.000000	598.0	48.2	12.40	0.00e+00	0.89
chr12-2567	chr12	100186113	100188908	+	171.6	2795.000	84.000000	598.0	62.3	9.59	0.00e+00	0.89
chr15-6387	chr15	36607272	36610541	+	171.6	3269.000	49.000000	598.0	51.8	11.55	0.00e+00	0.92
chr18-4461	chr18	44660075	44663434	+	171.6	3359.000	52.000000	598.0	54.1	11.05	0.00e+00	0.87
chr1-3113	chr1	118387808	118391012	+	171.3	3204.000	94.000000	597.0	48.8	12.23	0.00e+00	0.90
chr2-13006	chr2	84669170	84672066	+	171.3	2896.000	51.000000	597.0	41.2	14.50	0.00e+00	0.88
chr2-14055	chr2	85035961	85038838	+	171.3	2877.000	49.000000	597.0	48.2	12.38	0.00e+00	0.88
chr3-5678	chr3	130308651	130318204	+	171.3	9553.000	56.000000	597.0	126.5	4.72	1.83e-200	0.90
chr8-9097	chr8	13337248	13340664	+	171.3	3416.000	48.000000	597.0	41.8	14.30	0.00e+00	0.92
chr8-4285	chr8	83737619	83742497	+	171.3	4878.000	75.000000	597.0	86.5	6.91	1.05e-281	0.95
chr2-25533	chr2	90743819	90747146	+	171.0	3327.000	37.000000	596.0	47.6	12.51	0.00e+00	0.90
chr5-7759	chr5	9160377	9162948	+	171.0	2571.000	54.000000	596.0	31.8	18.77	0.00e+00	0.87
chr7-5498	chr7	143436778	143439304	+	171.0	2526.000	75.000000	596.0	52.3	11.39	0.00e+00	0.86
chr8-6096	chr8	26117704	26120577	+	171.0	2873.000	60.000000	596.0	52.9	11.26	0.00e+00	0.89
chr8-4766	chr8	88568596	88572886	+	171.0	4290.000	70.000000	596.0	87.0	6.85	2.28e-279	0.89
chr8-5023	chr8	105345881	105350117	+	171.0	4236.000	68.000000	596.0	75.3	7.92	7.55e-312	0.97
chr11-13151	chr11	78175663	78179813	+	171.0	4150.000	50.000000	596.0	67.6	8.81	0.00e+00	0.99
chr11-16864	chr11	98201307	98204128	+	171.0	2821.000	44.000000	596.0	51.8	11.52	0.00e+00	0.89
chr13-9745	chr13	58214132	58216734	+	171.0	2602.000	40.000000	596.0	41.8	14.27	0.00e+00	0.84
chr2-8160	chr2	28532840	28536899	+	170.7	4059.000	67.000000	595.0	81.2	7.33	4.63e-294	0.90
chr4-5344	chr4	119104953	119110412	+	170.7	5459.000	77.000000	595.0	114.7	5.19	3.01e-219	0.98
chr4-4256	chr4	128714508	128720267	+	170.7	5759.000	89.000000	595.0	101.7	5.85	1.42e-244	0.94
chr4-7717	chr4	149305922	149309070	+	170.7	3148.000	62.000000	595.0	60.6	9.82	0.00e+00	0.93
chr5-11548	chr5	105698946	105701799	+	170.7	2853.000	44.000000	595.0	46.5	12.81	0.00e+00	0.89
chr5-6570	chr5	125155322	125160892	+	170.7	5570.000	61.000000	595.0	104.7	5.68	1.74e-238	0.93
chr7-7375	chr7	34605065	34611961	+	170.7	6896.000	60.000000	595.0	125.9	4.73	4.58e-200	1.00
chr7-4195	chr7	130645315	130647608	+	170.7	2293.000	91.000000	595.0	44.7	13.31	0.00e+00	0.84
chr13-3776	chr13	113614955	113619412	+	170.7	4457.000	69.000000	595.0	84.7	7.03	1.36e-284	0.95
chr15-2535	chr15	32243676	32247407	+	170.7	3731.000	91.000000	595.0	61.2	9.73	0.00e+00	0.93
chr19-2550	chr19	5365384	5368280	+	170.7	2896.000	67.000000	595.0	48.8	12.19	0.00e+00	0.90
chr5-13481	chr5	76949614	76953263	+	170.4	3649.000	41.000000	594.0	45.3	13.12	0.00e+00	0.92
chr14-1898	chr14	57744816	57747346	+	170.4	2530.000	97.000000	594.0	45.3	13.12	0.00e+00	0.88
chr15-4272	chr15	38077033	38079676	+	170.4	2643.000	62.000000	594.0	33.5	17.72	0.00e+00	0.89
chr15-9752	chr15	56691909	56696528	+	170.4	4619.000	40.000000	594.0	62.9	9.44	0.00e+00	0.96
chr6-5371	chr6	119542854	119545640	+	170.1	2786.000	66.000000	593.0	49.4	12.00	0.00e+00	0.90
chr6-4603	chr6	126113600	126116902	+	170.1	3302.000	73.000000	593.0	65.9	9.00	0.00e+00	0.92
chr11-4841	chr11	70236800	70240844	+	170.1	4044.000	98.000000	593.0	74.7	7.94	6.41e-311	0.92
chr11-4703	chr11	76428358	76432771	+	170.1	4413.000	100.000000	593.0	83.5	7.10	5.43e-286	0.98
chr11-8339	chr11	114849936	114854218	+	170.1	4282.000	67.000000	593.0	72.3	8.20	3.85e-318	0.89
chr3-7066	chr3	108720287	108723716	+	169.9	3429.000	49.000000	592.0	60.6	9.77	0.00e+00	0.90
chr4-6844	chr4	107124435	107131230	+	169.9	6795.000	66.000000	592.0	119.4	4.96	8.31e-209	0.97
chr5-8983	chr5	98029409	98032057	+	169.9	2648.000	50.000000	592.0	35.3	16.78	0.00e+00	0.85
chr5-7958	chr5	135007690	135013482	+	169.9	5792.000	54.000000	592.0	111.2	5.33	1.31e-223	0.95
chr9-7802	chr9	108577220	108580208	+	169.9	2988.000	53.000000	592.0	69.4	8.53	0.00e+00	0.88
chr14-2866	chr14	24822952	24828958	+	169.9	6006.000	72.000000	592.0	111.7	5.30	1.65e-222	0.96
chrX-2049	chrX	142679228	142683380	+	169.9	4152.000	53.000000	592.0	53.5	11.06	0.00e+00	0.92
chr7-5431	chr7	25149686	25155543	+	169.6	5857.000	75.000000	591.0	98.8	5.98	9.21e-248	0.98
chr9-7607	chr9	21366419	21369605	+	169.6	3186.000	53.000000	591.0	52.3	11.29	0.00e+00	0.91
chr10-3977	chr10	60791911	60797121	+	169.6	5210.000	71.000000	591.0	86.5	6.84	1.11e-276	0.91
chr11-5889	chr11	117967603	117970674	+	169.6	3071.000	86.000000	591.0	61.2	9.66	0.00e+00	0.89
chr18-8042	chr18	65543544	65550774	+	169.6	7230.000	39.000000	591.0	109.4	5.40	3.16e-226	0.96
chr19-2593	chr19	55591857	55600271	+	169.6	8414.000	67.000000	591.0	147.6	4.00	7.22e-166	0.98
chr4-13033	chr4	43874166	43876774	+	169.3	2608.000	46.000000	590.0	38.2	15.43	0.00e+00	0.89
chr5-1200	chr5	149677876	149680656	+	169.3	2780.000	198.000000	590.0	35.9	16.45	0.00e+00	0.91
chr11-18246	chr11	69069366	69074144	+	169.3	4778.000	42.000000	590.0	90.0	6.56	3.98e-267	1.07
chr15-4568	chr15	89354256	89357743	+	169.3	3487.000	60.000000	590.0	64.7	9.12	0.00e+00	0.89
chr1-9050	chr1	54905419	54911000	+	169.0	5581.000	49.000000	589.0	99.4	5.93	6.03e-245	0.94
chr3-2873	chr3	104816947	104819747	+	169.0	2800.000	91.000000	589.0	48.8	12.07	0.00e+00	0.91
chr6-2483	chr6	11925173	11927453	+	169.0	2280.000	112.000000	589.0	28.2	20.86	0.00e+00	0.87
chr9-3408	chr9	57643982	57646546	+	169.0	2564.000	93.000000	589.0	38.2	15.41	0.00e+00	0.90
chr11-8902	chr11	102622528	102626200	+	169.0	3672.000	64.000000	589.0	67.6	8.71	0.00e+00	0.94
chr17-4468	chr17	24167837	24170633	+	169.0	2796.000	67.000000	589.0	49.4	11.92	0.00e+00	0.89
chrX-1978	chrX	99134838	99139936	+	169.0	5098.000	54.000000	589.0	72.9	8.08	1.13e-312	0.90
chr7-4631	chr7	19000289	19005611	+	168.7	5322.000	84.000000	588.0	90.0	6.53	1.71e-265	0.93
chr10-3460	chr10	117709480	117712061	+	168.7	2581.000	79.000000	588.0	29.4	20.00	0.00e+00	0.90
chr11-6218	chr11	69087482	69090026	+	168.7	2544.000	82.000000	588.0	41.2	14.28	0.00e+00	0.88
chr11-9811	chr11	106919217	106921565	+	168.7	2348.000	60.000000	588.0	31.2	18.86	0.00e+00	0.89
chr15-3475	chr15	73421648	73424485	+	168.7	2837.000	72.000000	588.0	41.8	14.08	0.00e+00	0.84
chr3-1046	chr3	142880734	142883291	+	168.4	2557.000	185.000000	587.0	44.1	13.31	0.00e+00	0.89
chr4-9959	chr4	86855693	86858008	+	168.4	2315.000	53.000000	587.0	31.8	18.48	0.00e+00	0.87
chr4-2329	chr4	126966937	126968823	+	168.4	1886.000	133.000000	587.0	39.4	14.90	0.00e+00	0.86
chr6-9555	chr6	116627613	116630041	+	168.4	2428.000	47.000000	587.0	42.9	13.67	0.00e+00	0.88
chr9-3543	chr9	35327223	35333463	+	168.4	6240.000	90.000000	587.0	104.1	5.64	1.19e-233	0.96
chr10-8650	chr10	34205901	34208849	+	168.4	2948.000	44.000000	587.0	45.9	12.80	0.00e+00	0.86
chr12-2826	chr12	16798899	16802151	+	168.4	3252.000	78.000000	587.0	49.4	11.88	0.00e+00	0.90
chr12-1930	chr12	71308643	71312014	+	168.4	3371.000	100.000000	587.0	67.0	8.75	0.00e+00	0.88
chr3-5555	chr3	5574773	5577703	+	168.1	2930.000	56.000000	586.0	42.9	13.65	0.00e+00	0.88
chr4-6109	chr4	139191682	139194552	+	168.1	2870.000	71.000000	586.0	47.1	12.45	0.00e+00	0.89
chr5-7650	chr5	114378807	114381932	+	168.1	3125.000	55.000000	586.0	55.9	10.49	0.00e+00	0.90
chr7-7167	chr7	143547722	143550527	+	168.1	2805.000	62.000000	586.0	35.9	16.33	0.00e+00	0.92
chr15-7359	chr15	78924934	78929646	+	168.1	4712.000	46.000000	586.0	72.9	8.04	5.91e-310	0.93
chr17-4995	chr17	12117705	12121001	+	168.1	3296.000	62.000000	586.0	67.0	8.74	0.00e+00	0.90
chr1-4972	chr1	10036962	10040687	+	167.9	3725.000	69.000000	585.0	64.1	9.13	0.00e+00	1.01
chr2-5752	chr2	153239829	153242643	+	167.9	2814.000	85.000000	585.0	45.3	12.92	0.00e+00	0.86
chr3-4533	chr3	89390188	89397364	+	167.9	7176.000	65.000000	585.0	105.3	5.56	8.39e-230	0.94
chr4-13180	chr4	106099292	106104644	+	167.9	5352.000	46.000000	585.0	84.1	6.96	1.13e-277	0.92
chr4-11732	chr4	132532214	132536769	+	167.9	4555.000	49.000000	585.0	71.2	8.22	1.66e-314	0.93
chr5-7339	chr5	31219262	31222309	+	167.9	3047.000	56.000000	585.0	52.9	11.05	0.00e+00	0.88
chr9-6162	chr9	35359611	35365492	+	167.9	5881.000	61.000000	585.0	109.4	5.35	7.69e-222	0.95
chr15-2018	chr15	58887813	58890418	+	167.9	2605.000	107.000000	585.0	46.5	12.59	0.00e+00	0.87
chr2-11112	chr2	156110380	156112605	+	167.6	2225.000	56.000000	584.0	30.6	19.10	0.00e+00	0.83
chr4-6996	chr4	45488560	45496090	+	167.6	7530.000	65.000000	584.0	141.2	4.14	3.15e-170	0.96
chr10-766	chr10	42761198	42763235	+	167.6	2037.000	217.000000	584.0	36.5	16.02	0.00e+00	0.87
chr2-11275	chr2	30543544	30548181	+	167.3	4637.000	55.000000	583.0	74.1	7.87	1.06e-303	0.96
chr3-5062	chr3	51223662	51226215	+	167.3	2553.000	60.000000	583.0	50.6	11.53	0.00e+00	0.83
chr5-16072	chr5	66617185	66621470	+	167.3	4285.000	38.000000	583.0	74.1	7.87	1.06e-303	1.01
chr5-3278	chr5	74264312	74269053	+	167.3	4741.000	100.000000	583.0	91.8	6.35	2.85e-257	0.91
chr5-5112	chr5	124444454	124447508	+	167.3	3054.000	72.000000	583.0	46.5	12.55	0.00e+00	0.91
chr6-2807	chr6	125008039	125010680	+	167.3	2641.000	103.000000	583.0	37.1	15.73	0.00e+00	0.89
chr11-9924	chr11	59808864	59811250	+	167.3	2386.000	59.000000	583.0	33.5	17.39	0.00e+00	0.88
chr11-2054	chr11	106083415	106085981	+	167.3	2566.000	174.000000	583.0	35.9	16.25	0.00e+00	0.93
chr15-3433	chr15	98951921	98955690	+	167.3	3769.000	73.000000	583.0	66.5	8.77	0.00e+00	0.95
chr16-6466	chr16	17199869	17202157	+	167.3	2288.000	42.000000	583.0	41.2	14.16	0.00e+00	0.87
chr1-9641	chr1	136135726	136141438	+	167.0	5712.000	48.000000	582.0	97.6	5.96	2.59e-243	0.98
chr2-15112	chr2	52071165	52074250	+	167.0	3085.000	47.000000	582.0	38.8	14.99	0.00e+00	0.85
chr2-16072	chr2	161107609	161109960	+	167.0	2351.000	46.000000	582.0	34.7	16.77	0.00e+00	0.91
chr3-743	chr3	157533715	157535728	+	167.0	2013.000	226.000000	582.0	35.3	16.49	0.00e+00	0.86
chr6-2719	chr6	48592972	48595520	+	167.0	2548.000	105.000000	582.0	52.3	11.12	0.00e+00	0.87
chr8-4674	chr8	70895676	70898903	+	167.0	3227.000	71.000000	582.0	49.4	11.78	0.00e+00	0.93
chr12-7005	chr12	51346769	51350127	+	167.0	3358.000	47.000000	582.0	39.4	14.77	0.00e+00	0.87
chr17-4122	chr17	56583327	56586304	+	167.0	2977.000	71.000000	582.0	54.1	10.76	0.00e+00	0.91
chr17-5080	chr17	80885386	80892284	+	167.0	6898.000	62.000000	582.0	115.9	5.02	6.13e-208	0.94
chr2-8688	chr2	127903829	127909658	+	166.7	5829.000	65.000000	581.0	108.2	5.37	3.77e-221	0.94
chr6-4890	chr6	85450625	85453676	+	166.7	3051.000	70.000000	581.0	61.8	9.41	0.00e+00	0.89
chr8-5768	chr8	4323448	4326438	+	166.7	2990.000	62.000000	581.0	57.6	10.08	0.00e+00	0.90
chr8-3588	chr8	34145765	34148067	+	166.7	2302.000	84.000000	581.0	36.5	15.93	0.00e+00	0.86
chr11-7276	chr11	120314816	120317971	+	166.7	3155.000	74.000000	581.0	61.8	9.41	0.00e+00	0.91
chr13-4046	chr13	93497970	93500530	+	166.7	2560.000	66.000000	581.0	40.6	14.32	0.00e+00	0.87
chr17-3825	chr17	49814699	49821240	+	166.7	6541.000	75.000000	581.0	107.0	5.43	2.13e-223	0.96
chr17-5310	chr17	56007033	56010401	+	166.7	3368.000	60.000000	581.0	65.9	8.82	0.00e+00	0.88
chrX-1561	chrX	77509366	77512740	+	166.7	3374.000	64.000000	581.0	31.2	18.64	0.00e+00	0.91
chrX-2976	chrX	99446624	99452500	+	166.7	5876.000	39.000000	581.0	69.4	8.37	2.02e-316	0.89
chr2-11808	chr2	121954724	121957684	+	166.4	2960.000	54.000000	580.0	37.6	15.41	0.00e+00	0.89
chr5-4784	chr5	75043246	75045822	+	166.4	2576.000	75.000000	580.0	37.1	15.65	0.00e+00	0.87
chr6-6960	chr6	113688944	113692129	+	166.4	3185.000	56.000000	580.0	53.5	10.84	0.00e+00	0.88
chr12-6825	chr12	102876713	102879579	+	166.4	2866.000	48.000000	580.0	37.1	15.65	0.00e+00	0.91
chr16-2361	chr16	10783960	10787308	+	166.4	3348.000	75.000000	580.0	64.7	8.97	0.00e+00	0.91
chr2-12333	chr2	170217851	170223904	+	166.1	6053.000	53.000000	579.0	97.6	5.93	5.46e-241	0.97
chr3-6101	chr3	53040314	53045918	+	166.1	5604.000	53.000000	579.0	94.7	6.11	2.09e-247	0.99
chr11-4578	chr11	60113024	60116410	+	166.1	3386.000	102.000000	579.0	68.8	8.41	1.84e-316	0.88
chr15-2545	chr15	76924289	76926615	+	166.1	2326.000	91.000000	579.0	47.1	12.31	0.00e+00	0.87
chr19-3268	chr19	8886663	8890160	+	166.1	3497.000	57.000000	579.0	48.2	12.01	0.00e+00	0.90
chrX-1533	chrX	103492123	103495444	+	166.1	3321.000	65.000000	579.0	45.3	12.79	0.00e+00	0.89
chr7-4746	chr7	99979012	99981328	+	165.8	2316.000	83.000000	578.0	38.8	14.89	0.00e+00	0.86
chr19-4176	chr19	59343868	59346996	+	165.8	3128.000	50.000000	578.0	45.9	12.60	0.00e+00	0.90
chr1-9896	chr1	74712355	74717187	+	165.6	4832.000	47.000000	577.0	88.8	6.50	2.36e-259	0.95
chr4-4927	chr4	120568716	120571552	+	165.6	2836.000	81.000000	577.0	45.3	12.74	0.00e+00	0.87
chr4-4582	chr4	148683191	148689760	+	165.6	6569.000	85.000000	577.0	108.8	5.30	3.94e-217	0.93
chr5-5757	chr5	76656946	76659296	+	165.6	2350.000	66.000000	577.0	41.8	13.82	0.00e+00	0.85
chr7-4509	chr7	44245291	44248077	+	165.6	2786.000	86.000000	577.0	54.1	10.66	0.00e+00	0.89
chr8-3856	chr8	33928401	33931226	+	165.6	2825.000	80.000000	577.0	45.9	12.58	0.00e+00	0.87
chr8-4675	chr8	71484763	71489205	+	165.6	4442.000	71.000000	577.0	75.3	7.66	6.71e-295	0.91
chr10-3751	chr10	40256387	40259165	+	165.6	2778.000	74.000000	577.0	47.1	12.26	0.00e+00	0.88
chr13-5963	chr13	3536616	3539753	+	165.6	3137.000	51.000000	577.0	52.3	11.02	0.00e+00	0.93
chr5-7541	chr5	20950096	20952666	+	165.3	2570.000	55.000000	576.0	38.2	15.07	0.00e+00	0.86
chr8-2736	chr8	83995999	83999174	+	165.3	3175.000	101.000000	576.0	45.9	12.56	0.00e+00	0.90
chr9-3766	chr9	109875063	109877629	+	165.3	2566.000	87.000000	576.0	38.8	14.84	0.00e+00	0.87
chr9-5994	chr9	121758353	121761680	+	165.3	3327.000	63.000000	576.0	62.3	9.24	0.00e+00	0.89
chr11-5614	chr11	109361802	109364401	+	165.3	2599.000	89.000000	576.0	47.6	12.09	0.00e+00	0.85
chr14-3307	chr14	65357200	65360066	+	165.3	2866.000	66.000000	576.0	59.4	9.70	0.00e+00	0.91
chr16-2587	chr16	44612229	44618066	+	165.3	5837.000	71.000000	576.0	87.0	6.62	8.53e-263	0.92
chr1-1875	chr1	93477682	93480477	+	165.0	2795.000	135.000000	575.0	49.4	11.64	0.00e+00	0.91
chr9-822	chr9	70502721	70504735	+	165.0	2014.000	232.000000	575.0	25.9	22.22	0.00e+00	0.90
chr10-2874	chr10	95414134	95418085	+	165.0	3951.000	91.000000	575.0	65.9	8.73	2.12e-322	0.91
chr11-8616	chr11	69661054	69664167	+	165.0	3113.000	65.000000	575.0	52.3	10.98	0.00e+00	0.88
chrX-828	chrX	151800410	151804754	+	165.0	4344.000	97.000000	575.0	42.3	13.58	0.00e+00	0.92
chr1-1842	chr1	172026097	172028619	+	164.7	2522.000	137.000000	574.0	46.5	12.35	0.00e+00	0.88
chr4-7449	chr4	117154510	117156740	+	164.7	2230.000	63.000000	574.0	35.9	16.00	0.00e+00	0.88
chr6-8553	chr6	124902977	124905832	+	164.7	2855.000	50.000000	574.0	52.3	10.97	0.00e+00	0.86
chr8-4168	chr8	47344157	47353620	+	164.7	9463.000	76.000000	574.0	134.1	4.28	8.06e-174	0.95
chr9-3728	chr9	41227018	41231149	+	164.7	4131.000	87.000000	574.0	72.9	7.87	3.83e-299	0.91
chr9-12710	chr9	70541298	70544016	+	164.7	2718.000	41.000000	574.0	35.9	16.00	0.00e+00	0.93
chr9-10077	chr9	106428368	106431180	+	164.7	2812.000	46.000000	574.0	40.0	14.35	0.00e+00	0.89
chr11-13535	chr11	59226620	59229514	+	164.7	2894.000	49.000000	574.0	54.7	10.49	0.00e+00	0.89
chr11-10072	chr11	117316136	117321046	+	164.7	4910.000	59.000000	574.0	85.9	6.68	4.90e-264	0.94
chr14-9510	chr14	75843678	75846597	+	164.7	2919.000	38.000000	574.0	45.9	12.51	0.00e+00	0.90
chr6-5895	chr6	89360124	89363914	+	164.4	3790.000	62.000000	573.0	59.4	9.65	0.00e+00	0.90
chr6-9151	chr6	113305875	113308704	+	164.4	2829.000	48.000000	573.0	45.9	12.49	0.00e+00	0.87
chr8-5937	chr8	25542204	25546854	+	164.4	4650.000	61.000000	573.0	62.3	9.19	0.00e+00	0.94
chr11-6934	chr11	94242026	94248027	+	164.4	6001.000	76.000000	573.0	108.8	5.27	3.09e-214	0.95
chr2-18450	chr2	140666324	140671985	+	164.1	5661.000	43.000000	572.0	92.9	6.16	8.00e-246	1.02
chr5-5405	chr5	52189095	52191160	+	164.1	2065.000	69.000000	572.0	36.5	15.69	0.00e+00	0.88
chr5-6430	chr5	134182802	134185385	+	164.1	2583.000	62.000000	572.0	41.8	13.70	0.00e+00	0.86
chr5-7292	chr5	136986116	136988665	+	164.1	2549.000	57.000000	572.0	53.5	10.69	0.00e+00	0.86
chr14-3599	chr14	65260755	65263319	+	164.1	2564.000	63.000000	572.0	44.7	12.80	0.00e+00	0.86
chr14-2395	chr14	114854339	114859689	+	164.1	5350.000	83.000000	572.0	78.2	7.31	3.07e-282	0.96
chr18-1940	chr18	84588328	84590868	+	164.1	2540.000	90.000000	572.0	38.8	14.74	0.00e+00	0.86
chr2-10935	chr2	30861760	30866423	+	163.8	4663.000	56.000000	571.0	85.9	6.65	1.46e-261	0.95
chr3-7015	chr3	95983871	95987423	+	163.8	3552.000	49.000000	571.0	62.3	9.16	0.00e+00	0.91
chr4-11093	chr4	81441537	81443624	+	163.8	2087.000	50.000000	571.0	33.5	17.03	0.00e+00	0.89
chr4-2631	chr4	116555390	116558868	+	163.8	3478.000	122.000000	571.0	60.0	9.52	0.00e+00	0.94
chr8-7321	chr8	47712667	47716017	+	163.8	3350.000	54.000000	571.0	54.1	10.55	0.00e+00	0.94
chr16-4532	chr16	45842353	45845447	+	163.8	3094.000	51.000000	571.0	47.1	12.14	0.00e+00	0.89
chr17-2354	chr17	88439907	88442481	+	163.8	2574.000	106.000000	571.0	37.6	15.17	0.00e+00	0.90
chr1-4026	chr1	156558005	156560315	+	163.5	2310.000	80.000000	570.0	34.1	16.71	0.00e+00	0.88
chr3-6392	chr3	103967056	103969584	+	163.5	2528.000	52.000000	570.0	39.4	14.46	0.00e+00	0.86
chr8-14406	chr8	95330318	95333230	+	163.5	2912.000	39.000000	570.0	50.0	11.40	0.00e+00	0.87
chr11-17331	chr11	54786085	54788885	+	163.5	2800.000	43.000000	570.0	52.3	10.89	0.00e+00	0.86
chr11-7160	chr11	60138626	60142023	+	163.5	3397.000	74.000000	570.0	57.0	9.99	0.00e+00	0.90
chr12-3032	chr12	76071436	76075125	+	163.5	3689.000	75.000000	570.0	47.6	11.96	0.00e+00	0.94
chr13-4937	chr13	100650298	100652623	+	163.5	2325.000	58.000000	570.0	48.2	11.82	0.00e+00	0.87
chr15-632	chr15	93335726	93338307	+	163.5	2581.000	208.000000	570.0	34.1	16.71	0.00e+00	0.90
chr2-14464	chr2	30592323	30596574	+	163.3	4251.000	48.000000	569.0	68.8	8.27	3.03e-307	0.92
chr3-4535	chr3	89772331	89774956	+	163.3	2625.000	65.000000	569.0	42.9	13.25	0.00e+00	0.87
chr4-9453	chr4	137493833	137499788	+	163.3	5955.000	55.000000	569.0	108.8	5.23	2.35e-211	0.91
chr5-5052	chr5	33650900	33653745	+	163.3	2845.000	72.000000	569.0	49.4	11.52	0.00e+00	0.91
chr10-4084	chr10	81399624	81404108	+	163.3	4484.000	70.000000	569.0	101.2	5.62	4.79e-226	0.91
chr12-8767	chr12	71014305	71017523	+	163.3	3218.000	42.000000	569.0	47.6	11.94	0.00e+00	0.92
chr14-3582	chr14	46881565	46885560	+	163.3	3995.000	63.000000	569.0	68.2	8.34	4.13e-309	0.97
chr15-7889	chr15	10623029	10630610	+	163.3	7581.000	44.000000	569.0	122.3	4.65	2.93e-188	0.97
chr17-4597	chr17	46081416	46087877	+	163.3	6461.000	66.000000	569.0	112.3	5.07	5.37e-205	0.96
chr3-9072	chr3	30415193	30422667	+	163.0	7474.000	42.000000	568.0	97.6	5.82	1.59e-232	0.95
chr4-5295	chr4	40267622	40270543	+	163.0	2921.000	77.000000	568.0	51.2	11.10	0.00e+00	0.90
chr4-4415	chr4	132420986	132423311	+	163.0	2325.000	87.000000	568.0	30.6	18.57	0.00e+00	0.87
chr8-6368	chr8	111742368	111746386	+	163.0	4018.000	59.000000	568.0	70.6	8.05	7.59e-301	0.94
chr9-7837	chr9	119321070	119323990	+	163.0	2920.000	53.000000	568.0	50.6	11.23	0.00e+00	0.91
chr10-2942	chr10	61145573	61148989	+	163.0	3416.000	89.000000	568.0	62.3	9.11	0.00e+00	0.88
chr13-3057	chr13	73832160	73837500	+	163.0	5340.000	79.000000	568.0	93.5	6.07	2.28e-241	0.99
chr15-4001	chr15	34081635	34084239	+	163.0	2604.000	65.000000	568.0	40.6	14.00	0.00e+00	0.85
chr17-5187	chr17	56671944	56674782	+	163.0	2838.000	61.000000	568.0	42.3	13.41	0.00e+00	0.89
chr17-6997	chr17	80726594	80729169	+	163.0	2575.000	51.000000	568.0	34.1	16.65	0.00e+00	0.86
chr19-1843	chr19	10868034	10870923	+	163.0	2889.000	85.000000	568.0	47.1	12.07	0.00e+00	0.89
chr2-11603	chr2	26931914	26934686	+	162.7	2772.000	54.000000	567.0	50.0	11.34	0.00e+00	0.89
chr2-7278	chr2	179834998	179840011	+	162.7	5013.000	73.000000	567.0	88.8	6.38	2.94e-251	0.92
chr4-5190	chr4	3936487	3940247	+	162.7	3760.000	78.000000	567.0	50.6	11.21	0.00e+00	0.94
chr4-3535	chr4	103113174	103115739	+	162.7	2565.000	101.000000	567.0	44.7	12.68	0.00e+00	0.87
chr5-10582	chr5	113992208	113995125	+	162.7	2917.000	46.000000	567.0	45.9	12.36	0.00e+00	0.86
chr8-6836	chr8	33384398	33387291	+	162.7	2893.000	56.000000	567.0	52.9	10.71	0.00e+00	0.89
chr12-6288	chr12	99882289	99885944	+	162.7	3655.000	50.000000	567.0	60.0	9.45	0.00e+00	0.94
